Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
Samsung Galaxy A35 5G Dual SIM 256 GB Rosa 8 GB RAM,Samsung,2799.0,1797.0,35.8,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4RISccQmn2f5e40l30xRhmQMQWbMxvh81yst3LIkyipWcqRtYnMsLMVfcT56KnTToRojAw%2BzQaf10RqW0Y926AHa1AoqVRjKGrhSBx6DkdSHtmnpsvNC70QeU1GKRucwHGLDVXwkmD9KMCBKCHSFc4JpBNejgbgSiNRKUkSrneHnQwdkuTlJ931gvuINyOI%2BQ5XuXlngmp1mrUEy9QsIbqp0C3njqU5Qw4kmlQDxfEJTvEvhybS%2FwnibU6Cls869d7ZUUG9eO9duTKSgnGqoIz2a%2BBqC5%2BJiojoHhZ6Q4Ui7w9tC9BlIMkfADBQrMP85gFQBeo5slBMliDs%2Bn2o8ynLvuuzfyCJKmbpRxAACibF86%2B2bx%2FzWChYSuJ%2B7660xxEEux5iHRyp8qGyWff3uWntsY9AGsM6ptjY0ht24QIpgPcWR5xTdhmO0fEPZQI3yhG5YHXyDjlYrwnvZ9vxbmkar0YcMLG%2BnwGlUFR7WebzDYlUOIyB%2BMA0tA1U6KvZ02EPhM4VccYjTGe%2FVkNTP%2Fme%2BIqK%2BlrD3osd2P1fjI4L6lvY8Vztun0oziwwLG8I3NbVp%2FJAnd%2BNKJ9lmLST6xUSbByUin8xQWLE8w5cS%2FqpA4iCRSRMAaazwC8dEEyQNLBpI%2Bmf%2BDTDdGVYjux7An2gHMu9ZnFrVtOJsY1z%2FxYMlcbc6YUueg2jjum226ULr6HkuSzp0%2Fum2PGoiUiXVDb4YJReirbxiMRuRYrHHvM33fVTrF90%2F1Mfw%2Flu%2BlpnRzjE0ymYQw7LvIWqSQRk3JcecVHvaFLS2TlWBfj9IAEAxaOkIn6104Z%2Fm%2F7hJbG2U5G7VqBTNuJnUqBrFJipB3UDNFOoDFtfzv2hhERLbFTjEAsxT6%2BbRXdaQdXJwvDrtGXKaanq79S3ECZaVo7rev9DuduQIqnSV&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Smartphone Samsung Galaxy S20 128gb Azul 8gb Usado C Marcas,Samsung,1239.0,1139.0,8.07,https://produto.mercadolivre.com.br/MLB-3529066747-smartphone-samsung-galaxy-s20-128gb-azul-8gb-usado-c-marcas-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=51&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy S20 Fe 128gb Laranja  Usado,Samsung,1239.0,1177.0,5.0,https://produto.mercadolivre.com.br/MLB-4252389190-smartphone-samsung-galaxy-s20-fe-128gb-laranja-usado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=50&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Kit Samsung Galaxy A25 256gb 5g Verde + Rel Galaxt Fit 3,Samsung,1999.9,1599.0,20.05,https://produto.mercadolivre.com.br/MLB-3683217075-kit-samsung-galaxy-a25-256gb-5g-verde-rel-galaxt-fit-3-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=46&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Samsung Galaxy Z Flip3 5g 128gb Creme Usado Com Marcas,Samsung,,1699.0,,https://produto.mercadolivre.com.br/MLB-4763815662-samsung-galaxy-z-flip3-5g-128gb-creme-usado-com-marcas-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=45&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 Fe 256gb Branco Usado,Samsung,1349.0,1281.0,5.04,https://produto.mercadolivre.com.br/MLB-3772515490-samsung-galaxy-s20-fe-256gb-branco-usado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=40&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Samsung Galaxy S23 FE 5G Dual SIM 256 GB creme 8 GB RAM,Samsung,3799.0,3519.0,7.37,https://www.mercadolivre.com.br/samsung-galaxy-s23-fe-5g-dual-sim-256-gb-creme-8-gb-ram/p/MLB27958231?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB27958231&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=11&search_layout=grid&type=product&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Kit Samsung Galaxy A25 256gb 5g Verde + Rel Galaxt Fit 3,Samsung,1999.9,1689.0,15.55,https://produto.mercadolivre.com.br/MLB-4662916456-kit-samsung-galaxy-a25-256gb-5g-verde-rel-galaxt-fit-3-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=7ff16a9c-f6ad-4e52-932c-0d3aedb3bf6e&position=35&search_layout=grid&type=item&tracking_id=ef3698b7-fad7-4500-be53-c2e4d37a407c&deal_print_id=56e93925-29f8-4a7d-b815-5219cec9954f&promotion_type=TODAY_PROMOTION
Samsung Galaxy A55 5G Dual SIM 256 GB 8 GB RAM cor Rosa,Samsung,3299.0,2087.0,36.74,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9WaUupSPegCZX3Yy4K08I%2Fv1Ss7EHOPxEZmFzFbA9pcs%2B8ADhqHQlYli9pEABxEszt8opPhb0%2Fqpguyi41Sc9hQd%2B%2B7K3eQuqHgr4mf8ooggIQqXrfjgVqx21YU8mVzvwArhZIPAOLAXZN%2BVWIV3CSLFFHXSknGhQqPccR0kUDYMJl7U5JEntvWhm1xQ8jyOYL5klC6tuthdcAcHAVF1z577nsXS3a9Ps4WJwIsTZxAJwqHVF6r3l%2B%2FTYwIQeL18pzqqv40%2BKJ23azHkC%2BpzxULWaYYcl9kdbOyPVjs%2B4Sqyaw%2BnGOmbByPK7ZqyFQF4paOFWhkaISQ5k98hvH2PZ3Ktm565rlk2bIzMIjjL3kAv5kERFI%2FqbjNNMPvDSU3Tz%2FLsP%2BYXEA4%2B%2FlfjdmXSUcnd%2FgVpztD8Y1AFWmXqDdG%2BU0M513tpcr66AhUej5U9NnAoFxJC%2FFBJP%2F64QpmIEGlKOlcqA7q6pYXZxMNs9ETVQAuQ%2BGSzd4uq75Xlj%2FE9zfTaI64Epbx23pyw8glKUIKYwXyIxFzTbU0e7udJEOsPrU5M3ES0ZlNvNOM3o%2BhH7S7PfdwXeUwin9SfVcC8d0nE2nb6wG6soCulzk3FTQOWp7Z8lFPmHsE2AgiOC6cQT1h4Bup4KE7pI1sEVzF8VAut3%2FTbYIUdf86mt27wryad5M5R9hpo57D6g9QMEJxWJ6Kq0WETP9al47klax%2FnqmeNDiYAM%2BjPI6oZfXETxbcjQJ4TaP41w2UqdErmpzTWgO%2FCwafGxafwlcGD6j82qRcPAOtdwIV9q7GakU1OcL70s3tr0PNosFDUmqm7kXUD%2FAg8UDzmHPY5HrtDZBSDWpL%2B3lOVG7KWa8mJlcIX1q5toosbNnD2lTFykrd6h080Omiix4jmr3EAnQl5BJQ7zJtL%2BFJtjzzHRMDBYA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A54 5G 5G 128 GB violeta 8 GB RAM,Samsung,,2882.0,,https://www.mercadolivre.com.br/samsung-galaxy-a54-5g-5g-128-gb-violeta-8-gb-ram/p/MLB24248459?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB24248459&deal_print_id=d58cb37a-6eaa-4bc3-be70-b0507a723b8c&position=3&search_layout=grid&type=product&tracking_id=b0eadca1-c2c2-4c8b-9f46-ca17fde9f687&deal_print_id=0be1f778-dae5-4f8b-99e1-9f5ab7a60110&promotion_type=TODAY_PROMOTION
Samsung Galaxy S7 32 GB preto 4 GB RAM,Samsung,,1015.0,,https://www.mercadolivre.com.br/samsung-galaxy-s7-32-gb-preto-4-gb-ram/p/MLB6210400?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB6210400&deal_print_id=d58cb37a-6eaa-4bc3-be70-b0507a723b8c&position=8&search_layout=grid&type=product&tracking_id=b0eadca1-c2c2-4c8b-9f46-ca17fde9f687&deal_print_id=0be1f778-dae5-4f8b-99e1-9f5ab7a60110&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G 5G Dual SIM 128 GB Azul-claro 6 GB RAM,Samsung,2499.0,1480.0,40.78,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ROQbA%2FlGTPFM%2Fy7tSIOKIv1gJs8MHgF6PEhMlJvu2QXo7%2FT52TH1XOcTnhtslCa1tEoFFmwv2t6x7eQCro66ntlL0HvNKJTQRGGoxiMzU1g14khRciEnCz9Vg%2BzuGGCVN%2B5CZIHZ%2BhpgI4pchPGF7JqFsqv8x%2BOH75lLggP6GxaixKtuqDDHLvOPih%2BhQF2jTLpbLhQMd4JFSzIY8XQszgO77Y1AJZFHUGlQql6WT6b5VCVbB5%2FgqKjBN0rIy2iFy0mR3SIU4WbP8KHO1E4w4%2BdfG%2Bj2xQfeays4hcWA%2B4dDfKrfeOdfOz8ayV1oOv9oFRtRU6NLOqTpp0%2BCwechHTViopTthlX5CF86sgwYp8ZpTPA2ENpG3BGbfl%2FTTDsVVTSLq29mdsvEv512kZ8QqnmN1M9l7tcGBNQcYOBawOIC3yBSjFoAERYdiIsOkg%2BpO4euGA8boa7xYgKvmvDztPsp%2FA4jC32MzSY3MkuoBaBaskZlSZVhS74hIrmbZYJ%2BGP9XnGqI5s0OclWN7hOeXh0L9uwSgOziMtx7Rl%2Bo95c91RspPizULrmIH8tIMXfZIxQ6RoWIKgNlStFPTLmkG%2F%2BCPDUlZR280chlfAtxABwIr0Mw9Co5fAktbjyZi37CTgtpG%2FQTm%2B0rPrIVSrg33nRgOqD2IUvJBi5eSpY7RiR7p5yNtGAIaTfHGuPSLGMmEtBKp3k5OrBbyvK9108sTUG0%2FQZ1Jizyu8KzuHoCdyReXfm9601FuS1xQ1qCkQ1QXrzuuwZxQOJgwVqsdL91o3sKYCVhqI%2Bxw6KzXKBIe%2BEcE174RKOh7LnaXxBgpOt2BIULNtDRRrIi1EHZN%2BRsrsvAPwcTMk6CD%2F0E1C7eDbXVfYuFMOT0I8Cs1QEjxYGgucRjlFwbRvqy6a%2BLeH5dRNYo9CvU3ALgp%2F6JdSd%2F29fm&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A02s 32 Gb Azul Ótimo,Samsung,599.99,527.0,12.17,https://produto.mercadolivre.com.br/MLB-3456586491-samsung-galaxy-a02s-32-gb-azul-otimo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=47&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy A11 Tl 6.4 64gb Vermelho 3gb Ram,Samsung,,699.0,,https://produto.mercadolivre.com.br/MLB-4608557066-samsung-galaxy-a11-tl-64-64gb-vermelho-3gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=36&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 Ultra G988b 128gb 12gb Ram | Excelente,Samsung,,2999.0,,https://produto.mercadolivre.com.br/MLB-4755027494-samsung-galaxy-s20-ultra-g988b-128gb-12gb-ram-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=29&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy A31 128gb Preto (recondicionado),Samsung,849.99,747.0,12.12,https://produto.mercadolivre.com.br/MLB-3899535876-samsung-galaxy-a31-128gb-preto-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=28&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy A22 128gb 4gb Ram Violeta | Usado Bom,Samsung,779.0,685.0,12.07,https://produto.mercadolivre.com.br/MLB-4755399052-samsung-galaxy-a22-128gb-4gb-ram-violeta-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=27&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy A55 5G Dual SIM 256 GB Azul escuro 8 GB RAM,Samsung,3299.0,2087.0,36.74,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=fsh90atFpeagQOtuQJyYxAzXtRDxnkHUdFH%2BgWsbgA4wkC9%2Bk0F3MnCLLIJZRyl%2FUPEE4LbAagK2W79PxlaMFu6atz6BU0kNbqc54jvrV0yDreNcr9LGeWgsqq44Rvb%2BW2r0LvDnkZpCPlqlGefkotOyWy2PMc9k4cE9XB5h3pnKT07QQQtqt0kay2ViCeRKUvDmlDl4iU1s77ORofpIyrJ4RMaZ10Y3wEngNdQHC0AvDHJsI6Tdo1sCBb5K8IW95MxKPoibfUTrboT79DpY33X5%2Bu8L17vC6AxvZCDPQnT63OoM0E%2BQnx9gguWkVAFP53J8LYMOYdjnkHlrVUefjvz7OKGN3A26fPi3uiuKBm03YnMsdxsVMmIhRZ%2BcEPXaPtotjZu%2Fo998i3yXT%2Bc2eSMYkqbLDu3YwvSFfSSglEA7eCe3u5LpxTENX2SYgq1YeUNPAqmP1jfTMtj19novBD7lhx5xYQzALxG1%2FhmGNJQrJB7WpD2C28dbsAPvxnP2AUoebSmUzodk4ms2U2AXsn0YkNBwuyhrAltgosDo4KnSivJhvaK%2Bi36VLe36rXzlYXhdDGtRnQREQ8z%2F1DZa71YWR5THySpq6CoLjYAXFilQY85u2ipizfXiprg5pfdJ4%2FWSH9i0CTXrYTJx8EpOEnD69AK7Fi8Pr%2BvK1FeMUG%2F%2Fsjl%2F8Dq9V0U0zONr2xUiOBqAqqixgQ3wVUDYzhxVBzucgz9yCbTLbYYXua8%2F2tUCDrlacgsUtFYns5knXXZhBdzJX%2FZQ1ghQ9pQOicjPnWd2upFDX9az0gk3orQu2RSFEjtEKzIXFDcFZ63mlCdiKgKcgoO%2B6uz5C6HmCzwUuEh%2FlOb9A1cw8hnoY3FM4HKizm%2BcnfsTTDa4bfmWK7NkJZx5YtFURa1zcTylWQaHyQTM3PgEB7JFHzkw1WSWQw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Celular Samsung Galaxy A55 5G Dual SIM 128GB Rosa 8GB RAM,Samsung,2799.0,1770.0,36.76,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=H1CTlPOd3af75VQ66hj59IKk8ZoY04ZHLwOji7OG5xfF6farSkNwmHnl6VJ6WfwbnIDZaHQmwwTbtJ84kyV41pEwkSQ4TudzpYam6PQsXGjUMQ9piA3WTbc0ewTuLkSs3AuLBlQWGfbmHszi1jy4397oVO4aPQqnWS0RsGzhTyH6oHe8moLKaQi7WHVU6fGfsxVTExHcLWl08xng%2B4kVcphy4cttl25oae68Z%2Be6tuHehfKtWmzeiLxchPUu5yWHJgz5AB5Qu8SEV4Ti9OxIc5k%2BabLbk5F859Qe26ehMfA%2F9veGQC3oy22KOOCUqGuvcT5TsmimAaDs4H8unDuUYgcUM4ZOZwEf1Ei%2BV5bvViKOC32d4yIZvYj6O2nz05D2Gvu4gWfdy5v%2FvIr%2B%2BWVzu98PVwouO8lpmOEDmtsfaMUdoLHJ%2FwtTsoSLneN7fFKQb%2FbxAQuKFyXB5WztG8YW3AvqDorshi0UVENe8Izj06p0v%2BPfjx6Cx%2FkkEoc937v6TtdEoNC4TlGSUmZ5jPzMJpGopTJDkVTfkVfP%2F%2FEfa9JbSiYhpKhQLO3oZhZ0Z9kDz8eBF6YuGMF%2FmIsZWvn2g5AGbNRmxe1jGxKTBgjLgLg7Kii9Ad3MtLaKbFVdirUv%2BXy027M6PdcXgk4809E54IZl%2BadzUCQwuAtYxqQOMZ5VLzDvpK2wxAo%2FJ712RXAvbv1uA9%2FFZc7yAE2iQNGkgI%2BkW%2BrsiyF%2Fsgam94SVfKqWW9mQpiK6QwatNk89FeP4mxpJDUPS5FetftJg%2BuFog%2BKSzxQIlBFD4GY6P2zGNfOv1lQ3FnWkZo5d59Ul33U%2F2WsyHCXb9gcwDPtstz%2BEelbV2A8Leayb4%2BzYLIgF2lDRMIP%2BchLj97xPLWuYqpMDHOgIM%2FO98ZbCXSnMY5cM%2BWMzlxw01o4W%2Bty6AT%2BotA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy J2 Core J260m 16gb/1gb | Excelente,Samsung,499.0,374.0,25.05,https://produto.mercadolivre.com.br/MLB-3725883475-samsung-galaxy-j2-core-j260m-16gb1gb-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=53&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy M23 128gb Seminovo Excelente,Samsung,1099.0,967.0,12.01,https://produto.mercadolivre.com.br/MLB-4758895906-samsung-galaxy-m23-128gb-seminovo-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=49&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy S8 Plus 64 Gb Com Burn-in,Samsung,649.99,571.0,12.15,https://produto.mercadolivre.com.br/MLB-4330296090-samsung-galaxy-s8-plus-64-gb-com-burn-in-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=46&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy A12 64gb 4gb Ram | Excelente,Samsung,749.0,636.0,15.09,https://produto.mercadolivre.com.br/MLB-3725399319-smartphone-samsung-galaxy-a12-64gb-4gb-ram-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=37&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy J600gt J6 32gb Duos | Excelente,Samsung,529.0,417.0,21.17,https://produto.mercadolivre.com.br/MLB-4306576212-samsung-galaxy-j600gt-j6-32gb-duos-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=31&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10e 128gb 6gb Ram Sm-g970f | Usado Bom,Samsung,2300.0,1265.0,45.0,https://produto.mercadolivre.com.br/MLB-3725858085-samsung-galaxy-s10e-128gb-6gb-ram-sm-g970f-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=28&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10e 128gb (recondicionado),Samsung,999.99,879.0,12.1,https://produto.mercadolivre.com.br/MLB-3346049497-samsung-galaxy-s10e-128gb-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=26&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20fe 4g Dual 128gb 6gb Ram 6.5'' Câm Tripla,Samsung,1469.9,939.0,36.12,https://produto.mercadolivre.com.br/MLB-3800312582-samsung-galaxy-s20fe-4g-dual-128gb-6gb-ram-65-cm-tripla-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=704bd8f3-e54b-417d-af7f-cb650198072b&position=24&search_layout=grid&type=item&tracking_id=63870f05-54ba-4e9b-afc7-06345254e337&deal_print_id=876a7059-8484-43c8-908b-3f1eacf780bf&promotion_type=TODAY_PROMOTION
Samsung Galaxy A9 Pro 2016 A910f 32gb 4gb Ram | Usado Bom,Samsung,749.0,524.0,30.04,https://produto.mercadolivre.com.br/MLB-3725648475-samsung-galaxy-a9-pro-2016-a910f-32gb-4gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=a4cdac58-7e77-4e9f-ba52-fd8276bac72d&position=49&search_layout=grid&type=item&tracking_id=93ee77f3-1ef2-4b5b-b8ad-42231485418c&deal_print_id=7328a785-4727-4302-b386-1e59b15720d7&promotion_type=TODAY_PROMOTION
Samsung Galaxy J5 Pro J530g 32gb 2gb Ram | Usado Bom,Samsung,799.0,479.0,40.05,https://produto.mercadolivre.com.br/MLB-3623514455-samsung-galaxy-j5-pro-j530g-32gb-2gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=27890faf-0e3e-438a-93c1-230fa142ef47&position=9&search_layout=grid&type=item&tracking_id=f7fc3fc7-a3dd-49ca-aa5e-0bf3a53d537a&deal_print_id=4780bead-fef4-45f9-afad-9e3d2d8150ad&promotion_type=TODAY_PROMOTION
Samsung Galaxy A35 5G Dual SIM 128 GB Rosa 6 GB RAM,Samsung,2499.0,1480.0,40.78,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=3hw3CM6oAbIB%2BGOrlRIrNL7As8QW2i9JpHnx%2Bn74RgOdWr%2ByWfGPNzbPWWBrAWUzmSrQiKJseYrBV1QKf7%2F%2B6aGaxtWBclxJ6XIIxQwmsqDdseHHtKnY%2Fr4FxwFVvYa1t1iZFuH2oStV2HPOWyxift%2FFhTVZFhwhSvom1WfPXR96SDt1maYNMiwg6JbM9M6jbmEIRJc%2Ftz9TBJGsRBSjGly4RjxW9JCvU30o04LLvfcMimx64Uoi2uOuGLGBaGPwFMfhR9X4spCtMfAa7btahgmEHBBwwSeOQ062vxEnTkf6KEjcvV79TjmJb4ZTuSQ7%2FSYdaOCdC%2FGE6RTcF3M46EfWyQrvxJ5OuM303c3sOFMPJSeho5jP7HvR30zIYQ1%2BlBXGEQXLaEQ%2BI8L%2BsNi2dRODO%2FprL4XBoN4EF4qPPl%2FyaA37%2Btmn6fX02%2FglpFklX4v341X3NBAF5ISz02meR7AGGAisIjbHP3mCko%2FCDoGdhLgpdSMSVhrGFMZ6VuoasuHmD0hCmSi401X8y2epncBqxw7gkCC%2BZ9kZsOzAbwvMowkaBqigxHOAxcKvkvnI9EV3EfLaYSlmBc3co6JJuteHhdgjGC3jJYB4RqfxKZt6b6lyWzfX5tsIMEmc7v%2F4meETHUMeRILEbfamP64BDOizbPmTqtg7bwTQdvcbWgXU4oWweKtmap7DhpBHVHEKyotQdVKbGJmOelNwjSRCyCs7vAnddiVyvnBJRvc9bz5%2F%2BdYdAP9Ipvn8%2Fa8phqLQCBgsxLa2a%2FxTAXt3%2FwB%2Bb43l%2FAXLEcTgN2eIMawIDW7ND3hkZ8Gujb9%2BmU9kKFgHRkrV6GNZppXeGgv%2BmDmItE1WaSQRUfWhjualQ9ADCXnKfbstLY%2BkppKqh3hPS1IVA6222CXYMAV%2Fgc5CuE3WyGGjvErPWg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
