Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
"Celular Samsung Galaxy A25 5g, Câmera Tripla Traseira De Até 50mp, Selfie De 13mp, Tela Infinita Super Amoled De 6.5  120 Hz, 128gb, 6gb, Processador Octa-core, Dual Chip - Azul Escuro",Samsung,1449.0,1299.0,10.35,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=uiehfFiBOEJHB90WKHRbMxdfdcPrXaZpTJD1WovCe9h2pj%2F4jyJsngY%2FaoBowa85tUA5TO65Iv8%2F36KwI96hR35S1Z0m3LnyMMyPESfGrpLNybZy%2FJzLgpHySBF%2FG%2FzJBbW4JyNbFPQazXfEhCWhojtBISpxVFFqYYCogp%2F%2FTBwaiXsyiDO9mcwNwgjxK0cKlPy%2BKbwv3Zqc26e7CNqqixthr5NAxspwJMVF6otZIaS9h5X2yxMw0lOee7GobYMgxaN2B5PjmhkHNNnzLl7nHWQ9J6C6isMb4hNtaiBuu6TImu8S1raUO8QcTm6yrfqnTQlUDblvjlgJh2OIOvqKGS64AgElITmBME%2Fh3fHfqIhrPy6ZPxfFYtmc9vTGj%2BWTfANEr%2B6dlEb1hvC6ymHNj%2B%2BU3EVU4HtJHW7aG0YPvg6NZZt50r3QKs2akcam%2Fv5sMUIUx5x9VCNrOfnQWdX4btp2BMZKKdhhhXLT%2BjdYSknwK8Ef0gjx86T8%2FsiT5Eq7KVyL95wGn5H%2F0abhK83dNAe335d4NH3A3rzrYHyaedW1N7A8thXQrqJO79TrNvfRyl66dYMwfT4Aov%2BviYDiFMSpuXptgBUkGhPdX%2BSRw8Ll%2FPhtBiQ%2ByMXPv3EcmFFX1K16n3nz8pmFJBtNBechw94bhpZ2OZqTZ4gVy9yL3hobaI4ckWmHQP4hydA3bEOdw4oIX9MTiwr6xFashOsDfM5AHGIYcnq0119xAn01FeSgWg6ab5iEOGGSV65b7j9%2BrJuHwyqFl%2Bv7xnXBPW%2FDmJT%2FilJTeHwPglE5G982f9nEHc3LtfjyKbOR5Bskh53BEnWP%2BdNohzL2XF0P7L51rCk5Ld7BYkKgfAi36BLDamXYB57q%2F9pboT3RbO3ZaR2U%2BBAGzyevTUp9qbOZEFV80ULBS4UrE6hvEVWwwUWtA3vcGatS1GquQRhMtuu6zJqbbrCZAHz1NxY1KZY4d4zBv1vXyL471BAMbBKdHh8l%2BuTL2oo%2F4Ual4ZpzU2pOuM6GttXtKQhq93uv7rwsV0GKyGeuJjd1AScRImujWrhzMUfGOzg7kL0Ul3Jc2B8C&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A14 5g 64gb 4gb Ram Verde Lima,Samsung,1499.0,1394.0,7.0,https://www.mercadolivre.com.br/samsung-galaxy-a14-5g-64gb-4gb-ram-verde-lima/p/MLB22096080?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB22096080&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=18&search_layout=grid&type=product&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 128gb Cinza 8gb Ram,Samsung,,1399.0,,https://produto.mercadolivre.com.br/MLB-4679058500-samsung-galaxy-s20-128gb-cinza-8gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=53&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy Note 20 5g 256gb 8gb Ram | Usado Bom,Samsung,2099.0,1448.0,31.01,https://produto.mercadolivre.com.br/MLB-3725847775-samsung-galaxy-note-20-5g-256gb-8gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=52&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy A20 32 Gb 3 Gb Ram Sm-a205g | Usado Bom,Samsung,579.0,434.0,25.04,https://produto.mercadolivre.com.br/MLB-3725895925-samsung-galaxy-a20-32-gb-3-gb-ram-sm-a205g-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=51&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy A10s Dual A107 32gb 2gb Ram Tela 6.2 Câm.13mp,Samsung,734.86,477.0,35.09,https://produto.mercadolivre.com.br/MLB-4155615468-samsung-galaxy-a10s-dual-a107-32gb-2gb-ram-tela-62-cm13mp-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=44&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy A20 32gb Azul Celular Bom,Samsung,,509.0,,https://produto.mercadolivre.com.br/MLB-1678416339-samsung-galaxy-a20-32gb-azul-celular-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=42&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy J5 Prime Dual Sim 32 Gb Preto 2 Gb Ram,Samsung,,366.0,,https://produto.mercadolivre.com.br/MLB-3721519117-samsung-galaxy-j5-prime-dual-sim-32-gb-preto-2-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=31&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy S20 Fe 128gb Cloud White  Branco Seminovo Nfe,Samsung,,1139.0,,https://produto.mercadolivre.com.br/MLB-3468296345-samsung-galaxy-s20-fe-128gb-cloud-white-branco-seminovo-nfe-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=32&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Usado: Samsung Galaxy A53 5g 128 Gb Preto Bom - Trocafone,Samsung,,1048.0,,https://produto.mercadolivre.com.br/MLB-3286386481-usado-samsung-galaxy-a53-5g-128-gb-preto-bom-trocafone-_JM?hide_psmb=true#promotion_type=DEAL_OF_THE_DAY&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=33&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=DEAL_OF_THE_DAY
Samsung Galaxy S9+ Plus 128gb Ultravioleta 6gb Dual Seminovo,Samsung,1149.0,1034.0,10.01,https://produto.mercadolivre.com.br/MLB-3458446993-samsung-galaxy-s9-plus-128gb-ultravioleta-6gb-dual-seminovo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=36&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Telefone Celular Samsung A30 64gb 4g Ram Seminovo Tv Digital,Samsung,,709.0,,https://produto.mercadolivre.com.br/MLB-4695950126-telefone-celular-samsung-a30-64gb-4g-ram-seminovo-tv-digital-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=27&search_layout=grid&type=item&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy A12 64gb Branco (recondicionado),Samsung,749.99,659.0,12.13,https://produto.mercadolivre.com.br/MLB-3768229396-samsung-galaxy-a12-64gb-branco-recondicionado-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=25&search_layout=grid&type=item&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10e 128 Gb Com Burn-in,Samsung,749.99,659.0,12.13,https://produto.mercadolivre.com.br/MLB-3554327569-samsung-galaxy-s10e-128-gb-com-burn-in-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=21&search_layout=grid&type=item&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy A05 Dual SIM 128 GB prateado 4 GB RAM,Samsung,1331.67,799.0,40.0,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=CrKKmEBHqkHlWgMxbkDCKJIPlhv5PzcP3yXy42hGhQ3FCeKhbLP%2BB11dOPOjy6caWOJmgNQUS0kaUFOJS%2Bq1ROm7ztCyeoJUr4Ff%2FO3MOkGBe4Iivx8VQkivAuC0oeMSu3bumijIrWjnW66Q6sorrHerLt6OcmN7U38hbnMKFuGltQaxh3FRycZfM0X18Lcj0CnBXRlhH%2BHPiTSk10guE3disb5JZifrqynrd7JcqnGbwduZFUvI43DA7qGh5u%2B2BRpWfKvRKtm7M0FCfMNc5YBg5MQvriWgXkGLyAbt7eaCiZG0Gkb5zc1CkjtKs6vPpeOCjsMmMB%2BRlTLR%2FfF1cV10pKwzF%2BCyiYJLd%2F1v5Zo5CM%2Fi4RWEak7r4Gjfd7tDVNawfgkSny2%2BW%2BcJyCwLzLgxSeo3Nk%2FduzA0qSDS1TmhO7Nf511E2ec05XuXacI%2Feot3nniZ8KfY0j9DzdVRmNcnW3EgyTK1GVjBOCh6PF%2Bs7PF4wcgR%2BvjhK%2BrOSfmIRZgC3%2BJ7Gz1NNfNu5R3DTgBnlUba96HIm7bKNq%2BKWVeMYzGuoLodv0DnRGcUQFFXgINbfdpz0xSeuowNyo3GE02ix%2BhG4tANrYDtVxY74kZv31p88RV%2FX3w%2FKZ2v39vP8xBvYV491PXs7%2FzLzWFB7bpMfhCjH9NOvL9J4%2FwER%2FYXyX2CzqxKDuV4KN7ziIAjlfjD0JWc%2BzZkzMvy4G72UmzyQqITe58AfORHqYnDlQBKTn6Q%2B80WWfc%2BL1Pl2mOLBMTaiUaZIoCHamKdl754%2BSDWYQKgEOqqg1o9mmn3dkUViwWopyXl31CwVy1pTYa7PCEPU5R8CzPg29xIDZhI9sFGptf2gb6HtlgIiHXSpypyfdDX%2FWekMY3pbJumc4nWDwjC2GwHSkVgLYYGJYoTJdC7KeJPg0H6&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A24 128 GB preto 4 GB RAM,Samsung,1498.34,1099.0,26.65,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=zPvSScMl2ISBNvSPHcfDNuyEc4DLOUrn5iec%2FmmxkpbiE4JNqeXR4xDALkJIdYsOfmoNV0vvQziwZDbIiscG2n8LHFwZgntKZtexFRDS4yZZ7Pn8JGs3WGUmKDALro9b%2BT2pxRGsVcLpAdsdrSgNhNmBi5ltlY3WEqqO%2FxwzZHZwc6uhaILa8Ug0o%2BRq3igvnnIx95tCLcg5qhbPXV%2Bkb%2Fj7nykL0Ii41MmZSwYN3iAZTi%2BOQRsmpaOnlrD8e6NoR8bQWDjPG3kU%2FLPorbE5QnfGb%2BhZyP0tRcyQI5nz3N560vivF4ySEI3Kuo3W0pJiMZHXLskf58aN7Ri3xXccmX6%2BY6ZJxiSD%2BA5I3aXUqQjhU1ZOJ9prCbjjNoi78Z0CiCZPnmwHUjm85NpOwxeIdG7G6zqRHnRqDv1JkF%2BB9qGTjYHe2UtiYhkTMD66rSF47XSxcEyo%2Fh0j77LsZVabFnrw6jeFzT7lyx%2BzbbUGrhqh4GLVzC%2FVjiPHJI17JbceTVqi2BWuUI64r%2BqXiVUjnYymU4SsYkDWCbwDGezdqsr%2FQR4%2FkOPFsK8dGXbCTc0YJqKSof1uAvxNaxt%2BqT%2BNtCRy0stVKOqbLEfpggIcptXP1OnR%2FnE%2Fu%2Bsn7xY8zebj9ilVjBeSonvEyeMPuGN8G1lqKmnxM%2Bdq5aKB9zbix%2Fm14PjpvZGVpby4iz09ZCZjqs0hJGmhycH3F3Ru9gySwPQTsys6U%2FEBOauws2xWFbe8lSMgHkkKYqiZT3kuwd51KJmlheZrBB%2BWBN5Aae1dqrH93EZhdRMBgJTuoLDJfBhXqAH5YTpeHO0DaOhrERID2Ldbxg8kvTC75eIk965g3QbalqoZwkT2ufUlUC5%2BW1anrks60DShDh69neCkyZH90Rgcu3w7awLb5%2FoTKw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A12 Dual Sim 64 Gb Azul 4 Gb Ram,Samsung,,749.0,,https://produto.mercadolivre.com.br/MLB-3624905893-samsung-galaxy-a12-dual-sim-64-gb-azul-4-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=620e9b8c-977a-4105-8ece-a8d6f300520e&position=18&search_layout=grid&type=item&tracking_id=d5dd8f8c-93fc-4304-b874-a2564fdf5534&deal_print_id=615cbd1b-8bb7-4480-be78-937b6a291b0a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S9 Dual Sim 128 Gb Lilac Purple 4 Gb Ram,Samsung,,799.0,,https://produto.mercadolivre.com.br/MLB-4707093452-samsung-galaxy-s9-dual-sim-128-gb-lilac-purple-4-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=54&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy XCover Pro 64 GB preto 4 GB RAM,Samsung,1959.24,1763.0,10.02,https://www.mercadolivre.com.br/samsung-galaxy-xcover-pro-64-gb-preto-4-gb-ram/p/MLB16372311?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB16372311&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=9&search_layout=grid&type=product&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Samsung Galaxy A12 Tela 6.5 64gb 4gb Ram Preto | Excelente,Samsung,749.0,674.0,10.01,https://produto.mercadolivre.com.br/MLB-4578520168-samsung-galaxy-a12-tela-65-64gb-4gb-ram-preto-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=53&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy A9 (2018) Dual Sim 128 Gb Preto-caviar 6 Ram,Samsung,,762.0,,https://produto.mercadolivre.com.br/MLB-4736908272-samsung-galaxy-a9-2018-dual-sim-128-gb-preto-caviar-6-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=51&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy M62 128 Gb Com Burn In,Samsung,999.0,879.0,12.01,https://produto.mercadolivre.com.br/MLB-3706970587-samsung-galaxy-m62-128-gb-com-burn-in-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=46&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy A13 6.6'' 128gb 4gb Ram Preto Samsung,Samsung,,899.0,,https://produto.mercadolivre.com.br/MLB-4552200452-samsung-galaxy-a13-66-128gb-4gb-ram-preto-samsung-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=42&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy A22 5g 5g Dual Sim 128 Gb Branco 4 Gb Ram,Samsung,1018.0,916.0,10.02,https://produto.mercadolivre.com.br/MLB-4663778628-samsung-galaxy-a22-5g-5g-dual-sim-128-gb-branco-4-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=41&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy J5 Dual Sim 16 Gb Preto 1.5 Gb Ram,Samsung,399.0,339.0,15.04,https://produto.mercadolivre.com.br/MLB-3711420679-samsung-galaxy-j5-dual-sim-16-gb-preto-15-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=40&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy S9+ Plus 128gb 6gb Dual Preto Seminovo Nota,Samsung,1099.0,989.0,10.01,https://produto.mercadolivre.com.br/MLB-4041266616-samsung-galaxy-s9-plus-128gb-6gb-dual-preto-seminovo-nota-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=39&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy A53 128gb Seminovo Ótimo,Samsung,1149.0,1011.0,12.01,https://produto.mercadolivre.com.br/MLB-4645214298-samsung-galaxy-a53-128gb-seminovo-otimo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=38&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy S10e 128 Gb 6 Gb Ram Garantia | Nf-e,Samsung,,799.0,,https://produto.mercadolivre.com.br/MLB-4699955592-samsung-galaxy-s10e-128-gb-6-gb-ram-garantia-nf-e-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=1f63a2f1-c861-4bf9-a27a-dd81f4d7ba69&position=52&search_layout=grid&type=item&tracking_id=2b72fc26-518b-4bb1-8b9f-1d877aeb4b39&deal_print_id=05d9821a-1f5b-4aa4-89d3-13bcb7e68876&promotion_type=TODAY_PROMOTION
Samsung Galaxy A25 5g Dual SIM 256GB Verde claro 8GB RAM,Samsung,2299.0,1323.0,42.45,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ndDmc3I2loq4vFk0jFOKuJF2Q1jPOojFRBOhSsD4AydMjfhlV6dCkqNYeb1X%2BjltcD%2FKj%2FOq9wLS%2BrF3c6BTwZiFGH63LLX58qUvdI0QEeiaoQbD%2FtrljBj1k4TTINyzhgfgb6%2Ff%2FSq29eW2zliog6grViaIx70NIM7FmkX%2FqHJpKd%2BvzcDt9r%2BUmaRwiJbeSe3ZtUH%2FoPr0YrP%2BLZ1VCGhJjRHNvUxMfeQUu1UtNguhC7c8LK5w8pBXkYq8EBMh1n18FLDlwcQi%2BEebyFDgxL%2BXJBx0qbR%2Fefvne7Rrn5uqhS64ornkyALyz6ZQYKyVbI0Cl3C9dvDs%2FtZPF6c98pX0RJOFhE8E%2FWwWmrfM2hvxOt7rxegovDA8cSigst9qwKVGZWt2mtYtFF%2Bm5Mn25oyMGvwEY0L7o0CiMu6i6%2FxUkL9%2FXNBjzGYErGQS3lO770wfsEUUlY7QpSUMCmkDCwVrMJLQMz75hB2IMNWGecRKk85FajiBq7KP6mn%2Fmte%2BUZC7ZpfIzLFgcyn2d%2B%2BBslTxA6mX195rm1GiNItANXlBbxrO26ctHwTJvZUUiRoHD63y%2FamdbGI3%2BVJHsdLK%2FSGlvSOQ1sFKDecXq8bYPWmXCh26b5kVAZFmyaTtDK12QLaar6g32w3q%2Blj7LCSP8WldWDU5vK7KHil2GhEg18h%2B41UK3qs1nkdZ8%2BNTynUn948SINJr3tKOPVJW%2BCCpDp1dmrXXNWP0c%2FeLXMTB9koh8dAiIaZh6VoyRCCLWx51HO%2BOr%2FKo9%2BZe32ZPv9wurTMhLrnk6khr5QpxEeJ5vWR2fN1nEyzkOmyMsPI10fAf7788GAtkrGP%2BvLRNr2%2Fokp69LX%2BjTG16gyZQ%2F3S%2ByoAKgjpwzCI7tQtVubBk0YJHoy%2BMVd0Wm0JiQr8B702Uhuutcipll1xiiEHb4M8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A25 5G 5G 256 GB azul 8 GB RAM,Samsung,1799.0,1098.0,38.97,https://www.mercadolivre.com.br/samsung-galaxy-a25-5g-5g-256-gb-azul-8-gb-ram/p/MLB33389791?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=DEAL_OF_THE_DAY&searchVariation=MLB33389791&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=8&search_layout=grid&type=product&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=DEAL_OF_THE_DAY
Samsung Galaxy A21s 4g Dual 64gb 4gb Ram Tela 6.5'' Seminovo,Samsung,899.85,554.0,38.43,https://produto.mercadolivre.com.br/MLB-3440857266-samsung-galaxy-a21s-4g-dual-64gb-4gb-ram-tela-65-seminovo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=ad62913d-514c-49bc-9295-f30b3560151c&position=33&search_layout=grid&type=item&tracking_id=66e09fd1-2d9f-4a7c-b107-dfa8a8ef644f&deal_print_id=5935c935-dfc3-4242-9167-35eb23f7705c&promotion_type=TODAY_PROMOTION
Smartphone Samsung Galaxy A01 32gb 2gb Ram | Excelente,Samsung,539.0,343.0,36.36,https://produto.mercadolivre.com.br/MLB-4230441780-smartphone-samsung-galaxy-a01-32gb-2gb-ram-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=2116bf6d-806c-405b-8f43-0b811b0eae90&position=50&search_layout=grid&type=item&tracking_id=3ae9e5af-0952-4c62-89df-aa1f68f70016&deal_print_id=ec75a0e5-c842-4821-86e0-8e0ce9936a4b&promotion_type=TODAY_PROMOTION
"Samsung Galaxy A15 5G Tela de 6.5"" 90Hz 128GB Dual Chip Verde Claro",Samsung,1699.0,998.0,41.26,https://www.mercadolivre.com.br/samsung-galaxy-a15-5g-tela-de-65-90hz-128gb-dual-chip-verde-claro/p/MLB32175142?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB32175142&deal_print_id=2116bf6d-806c-405b-8f43-0b811b0eae90&position=21&search_layout=grid&type=product&tracking_id=3ae9e5af-0952-4c62-89df-aa1f68f70016&deal_print_id=ec75a0e5-c842-4821-86e0-8e0ce9936a4b&promotion_type=TODAY_PROMOTION
Samsung Galaxy A32 A325 128gb Tela 6.4' 4gb Ram - Seminovo,Samsung,767.93,661.0,13.92,https://produto.mercadolivre.com.br/MLB-2605565028-samsung-galaxy-a32-a325-128gb-tela-64-4gb-ram-seminovo-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=2116bf6d-806c-405b-8f43-0b811b0eae90&position=47&search_layout=grid&type=item&tracking_id=3ae9e5af-0952-4c62-89df-aa1f68f70016&deal_print_id=ec75a0e5-c842-4821-86e0-8e0ce9936a4b&promotion_type=TODAY_PROMOTION
Samsung Galaxy A54 5g 256gb 8gb Ram Preto,Samsung,2749.0,2289.0,16.73,https://www.mercadolivre.com.br/samsung-galaxy-a54-5g-256gb-8gb-ram-preto/p/MLB22770354?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB22770354&deal_print_id=2116bf6d-806c-405b-8f43-0b811b0eae90&position=18&search_layout=grid&type=product&tracking_id=3ae9e5af-0952-4c62-89df-aa1f68f70016&deal_print_id=ec75a0e5-c842-4821-86e0-8e0ce9936a4b&promotion_type=TODAY_PROMOTION
